Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths All/flat/100 - Sync,2.6548711482183474e-3,2.647464468923936e-3,2.6635667565506585e-3,2.491566738010299e-5,1.712595638754315e-5,3.5908784353858436e-5
findLargestPaths All/flat/100 - Async,1.814502824506503e-3,1.8047312263281088e-3,1.8305920465974e-3,4.089812002778495e-5,2.4918386605248182e-5,7.112991101141446e-5
findLargestPaths All/flat/100 - AsyncPooled,1.5947863994262431e-3,1.5807183063914962e-3,1.6224707816366952e-3,6.534414756599319e-5,3.5396445740659306e-5,1.0133541786514368e-4
"findLargestPaths All/flat/1,000 - Sync",3.3556981513562394e-2,3.338550758815015e-2,3.3887561350743785e-2,4.923635160665726e-4,2.1948572601533336e-4,7.917155480973628e-4
"findLargestPaths All/flat/1,000 - Async",2.1105050496904493e-2,2.0696832409432018e-2,2.15101920906134e-2,1.0243464254993775e-3,6.593270855624412e-4,1.5869481810739882e-3
"findLargestPaths All/flat/1,000 - AsyncPooled",2.211570249465312e-2,2.1175527505622155e-2,2.3269640444055835e-2,2.5044335830186966e-3,1.9165856474872257e-3,3.073060706093609e-3
"findLargestPaths All/flat/10,000 - Sync",0.5183790890834246,0.5060504299166837,0.5359943086252201,1.689868664341781e-2,5.26968100001568e-3,2.238691526685492e-2
"findLargestPaths All/flat/10,000 - Async",0.41447257033335444,0.4062554457499914,0.42070499783339227,8.895955333803463e-3,5.447793250027644e-3,1.0874031380056453e-2
"findLargestPaths All/flat/10,000 - AsyncPooled",0.4097598403333033,0.4062237436666768,0.413313885833342,4.517216352915197e-3,2.3300653332777588e-3,5.4757377546348135e-3
findLargestPaths All/sparse/d=6 - Sync,0.2655834771533606,0.26225950670002474,0.2681424468933725,3.7440603560590655e-3,2.1592531908377847e-3,4.6512269123868384e-3
findLargestPaths All/sparse/d=6 - Async,0.18003466399446147,0.17704676863329497,0.1821805046333945,3.6491946861134106e-3,1.9755411145076095e-3,4.966942771253697e-3
findLargestPaths All/sparse/d=6 - AsyncPooled,0.15589812376190598,0.15407460580959847,0.15872847549999092,3.192688057162066e-3,1.586001991418434e-3,5.006723422048351e-3
findLargestPaths All/sparse/d=8 - Sync,1.154500267083364,1.127845786375076,1.1999838383750046,4.322048732463451e-2,7.546757737284603e-3,5.6293283126510774e-2
findLargestPaths All/sparse/d=8 - Async,0.9122786151041945,0.894743218229119,0.9234044360000553,1.7103420164569883e-2,7.813816958351538e-3,2.169304796718324e-2
findLargestPaths All/sparse/d=8 - AsyncPooled,0.7063898873124591,0.7026740481249856,0.7116609362499275,4.986633729678484e-3,1.1629119029704389e-4,6.14462864106674e-3
findLargestPaths All/sparse/d=10 - Sync,4.887451230458282,4.868320102083317,4.900110163458407,1.9038612867361134e-2,9.393618333206177e-3,2.447200065661784e-2
findLargestPaths All/sparse/d=10 - Async,4.049818496604236,3.955880543250032,4.142546241375101,0.11168045919406228,7.211354350010879e-2,0.13087600611521025
findLargestPaths All/sparse/d=10 - AsyncPooled,3.25944480947922,3.170847246604211,3.3566363621669097,0.11028886910794664,3.7520512666560535e-2,0.14302052784350214
findLargestPaths All/dense/d=6 - Sync,0.5820133129166436,0.5752342083332564,0.5950309597499768,1.287221454980084e-2,5.304166677433386e-5,1.5594424183151937e-2
findLargestPaths All/dense/d=6 - Async,0.3872177689582941,0.38017031991660133,0.3971394738332492,1.0539086703687533e-2,2.3510603333534164e-3,1.356061577260061e-2
findLargestPaths All/dense/d=6 - AsyncPooled,0.32235099646995274,0.31770200114001756,0.32941585859980477,6.963866534496505e-3,2.9961299210549217e-3,1.0176226893530075e-2
findLargestPaths All/dense/d=8 - Sync,2.4508360873124673,2.4422093077500904,2.462620427749812,1.4178380265412889e-2,4.565002750041458e-3,1.9226628257185e-2
findLargestPaths All/dense/d=8 - Async,1.9164708721666084,1.8955476051249889,1.929215599624854,2.4149761485790445e-2,1.932206180255253e-2,2.5917634250095835e-2
findLargestPaths All/dense/d=8 - AsyncPooled,1.4744628882083266,1.4070757592083585,1.5353308384999877,7.188204047263727e-2,5.521272600597989e-2,8.535578393766527e-2
findLargestPaths All/dense/d=10 - Sync,9.890871534312396,9.656184746437475,10.176240295499952,0.2878565322859798,0.12748892001681608,0.40033894832637257
findLargestPaths All/dense/d=10 - Async,7.925033039562408,7.754170139875043,8.095895939249772,0.2062649042619106,0.13317338426106076,0.2486624671271286
findLargestPaths All/dense/d=10 - AsyncPooled,5.955460713937536,5.883187523125079,6.027733904749994,8.815273814320881e-2,3.202727024995511e-2,0.10977179893861597
takeLargestN/1,9.19994055199993,9.186637490999829,9.207624410999983,1.3071222434423262e-2,4.6487966548100015e-3,1.7685450026314203e-2
takeLargestN/10,8.94331198860425,8.90083690150027,9.014931019249957,7.184786493601505e-2,1.2011769499849834e-2,9.245302503043425e-2
takeLargestN/100,8.894940051625062,8.835947205999863,8.951632697250261,6.966735873967629e-2,4.326349864895417e-2,8.476274302035905e-2
"takeLargestN/1,000",8.94855885202073,8.881505056645798,9.005426469249983,7.262047835727534e-2,5.989927674959838e-2,8.342324752728163e-2
displayPathSize/d=6,0.6307366045624576,0.6214995104999161,0.649118764999912,1.302697810798665e-2,6.035290624380098e-4,1.6247748551608366e-2
displayPathSize/d=8,2.675040351229162,2.659465462624894,2.6906152398334298,1.9228515510050167e-2,7.956292442308619e-3,2.466879583646088e-2
displayPathSize/d=10,11.177531725916614,11.162114525000106,11.192134713166373,2.0157552592518946e-2,6.911156166627741e-3,2.7624184650754797e-2
