Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths/Sync,2.465062403249983,2.432359991250005,2.481956688249961,3.1007877650745603e-2,1.2593545500019898e-2,3.901567997001428e-2
findLargestPaths/Async,3.099981204729159,3.081651952125,3.1164369075000025,2.1959651710109572e-2,1.3398919458348812e-2,2.6857856187967447e-2
findLargestPaths/AsyncPool,1.1412830908958327,1.128741820125029,1.1538243616666364,1.6027213559932887e-2,3.983918208319609e-3,2.0901941843574245e-2
exclude/Sync,1.4695589816249945,1.4628972971249965,1.4743632139999931,6.724855109061966e-3,2.8060120000077404e-3,9.312302462214117e-3
exclude/Async,1.567424709229158,1.52560286962499,1.6011883402083242,4.262965745974669e-2,1.8609635675323904e-2,5.617051372947773e-2
exclude/AsyncPool,0.6934010800833098,0.6633103747499973,0.7145726624999611,3.0496955459751923e-2,1.220792075360689e-2,3.8940709305523166e-2
takeLargest10/Sync,2.471019253833371,2.4458400615000073,2.5167633572500847,4.583077154277091e-2,2.512935136973149e-3,5.5635918749606265e-2
takeLargest10/Async,3.045979531479167,2.9607314403125002,3.118818409458366,9.854895750132651e-2,3.560955495485418e-2,0.13356525724060142
takeLargest10/AsyncPool,1.1131257569583635,1.0219425193333034,1.1464888528750663,6.1907418122568315e-2,1.393395326213645e-3,7.565537430781723e-2
displayPathSize/Sync,3.68746004770828,3.655117821958337,3.74752618099987,5.8516410725797725e-2,7.845556035047246e-4,6.975067425191077e-2
displayPathSize/Async,4.347267989750056,4.277887960000024,4.4262967480001025,9.245179324153953e-2,2.8095911382767e-2,0.12361044206352398
displayPathSize/AsyncPool,2.3456684883333785,2.325873650708379,2.377655399375101,3.0225254999434573e-2,8.293479999963438e-3,3.7732873297493676e-2
