Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths/Sync,5.242667331083335,5.208460196499999,5.298817868833349,5.386183905304245e-2,8.827436970382761e-3,7.01705564691957e-2
findLargestPaths/Async,4.010322187104187,3.932363090937521,4.102243456000025,9.666571926476163e-2,1.0761073906446886e-2,0.13436099063397358
findLargestPaths/AsyncPool,2.120357828166673,2.0487929680833146,2.219389323125057,9.503004590264623e-2,1.950527837809711e-2,0.12410435973399699
takeLargest10/Sync,5.13268383325001,5.061393513000008,5.232992959750007,9.621901343362817e-2,3.28618935000029e-2,0.1266922962311995
takeLargest10/Async,3.8778922907916873,3.7573548038750033,3.979627969833378,0.12142148945790796,8.326495108334098e-2,0.13956699919557217
takeLargest10/AsyncPool,2.030598387437474,1.973848084499982,2.12969746768745,9.567106990417996e-2,1.0449889039596538e-2,0.12060932167061951
displayPathSize/Sync,7.873167915791664,7.869301078833322,7.876818754124983,4.731158922698865e-3,2.155402322505693e-3,5.792153607479245e-3
displayPathSize/Async,6.810443206583305,6.779862929749939,6.840532149166657,3.5611716739821365e-2,2.5820103916695647e-2,4.080763635293354e-2
displayPathSize/AsyncPool,4.979917896979155,4.910634731499982,5.0204500538124535,6.762327533471924e-2,2.2118249119863383e-2,9.106043303935103e-2
