Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths All/sparse/d=8 - Sync,0.4178058784583267,0.41479502362496845,0.42131371733334316,3.902722921925472e-3,1.5919604213318552e-3,5.361310972789137e-3
findLargestPaths All/sparse/d=8 - Async,0.5355720069166594,0.5074563380416635,0.5610122679166523,3.177887097967545e-2,1.4180619416677587e-2,4.1227374040034015e-2
findLargestPaths All/sparse/d=8 - AsyncPool,0.31078011445999476,0.30088767255999527,0.32566368739999235,1.4746045639574441e-2,5.894999696032754e-3,2.0213987991348513e-2
findLargestPaths All/sparse/d=10 - Sync,1.7931632576458583,1.7665352265416914,1.8533453925000458,4.1182944684749576e-2,2.654052083244096e-4,5.027310445292245e-2
findLargestPaths All/sparse/d=10 - Async,2.435731986187529,2.39726496250005,2.5062073119375157,6.900622940206641e-2,1.8424428749692634e-3,8.670831614389833e-2
findLargestPaths All/sparse/d=10 - AsyncPool,1.3806155314999937,1.3290260727499876,1.472607674124987,8.900484739620786e-2,5.50838675000398e-3,0.109403645188656
findLargestPaths All/dense/d=6 - Sync,0.18929525660833899,0.18659244307499612,0.19333481151111553,4.620185518480993e-3,2.396095970704683e-3,6.500885480250119e-3
findLargestPaths All/dense/d=6 - Async,0.1773120970809437,0.17574480106664422,0.17912040328571624,2.540469369538803e-3,1.8835806791081215e-3,3.563380231180538e-3
findLargestPaths All/dense/d=6 - AsyncPool,0.12965507834779086,0.12733787035000432,0.13118219093932534,2.6731734789307033e-3,1.5462182445523266e-3,4.028822731082598e-3
findLargestPaths All/dense/d=8 - Sync,0.8052222318333548,0.804302188500003,0.8063876083333383,1.125436094500918e-3,2.981510000381604e-4,1.5177984320766571e-3
findLargestPaths All/dense/d=8 - Async,0.9771239520833367,0.9565923604166737,1.008915415875009,3.0567999678695282e-2,8.276272326407385e-3,4.084775651931234e-2
findLargestPaths All/dense/d=8 - AsyncPool,0.597496005729146,0.5685752319582871,0.6332990950625259,4.001428748807996e-2,1.176002237500029e-2,5.321036191934578e-2
findLargestPaths All/dense/d=10 - Sync,3.6548765127083036,3.577072324749963,3.716906499250001,7.623775738635838e-2,3.154840283328508e-2,9.287112044508347e-2
findLargestPaths All/dense/d=10 - Async,4.6100088052083334,4.512555935500018,4.648332434916659,6.722014078741241e-2,1.4465488666663529e-2,8.850463171370077e-2
findLargestPaths All/dense/d=10 - AsyncPool,2.6227647925833395,2.568092010000015,2.6854501356249614,7.377594165687072e-2,1.1724084999684692e-3,9.079358747024155e-2
takeLargestN/1,3.3242107885625103,3.312312451687518,3.330390483374998,1.1753018132076585e-2,9.221054999670741e-4,1.4271393853998546e-2
takeLargestN/10,3.304018598041637,3.2975637974166716,3.3091231226248965,6.495611060045073e-3,4.5062096924219225e-3,7.8070888226420936e-3
takeLargestN/100,3.3547596302708627,3.320554374333369,3.3676795249375147,2.3406283535690534e-2,3.0891781444967598e-3,2.9837218654772565e-2
takeLargestN/1_000,3.296213696833348,3.287610043374997,3.301855739875009,8.57707588339729e-3,4.2190399196989975e-3,1.124489646315945e-2
displayPathSize/d=6,0.2469506992399753,0.24423763844000254,0.25054443739991256,3.956354543288299e-3,1.9698138560982396e-3,5.272371861225082e-3
displayPathSize/d=8,1.0616839867708545,1.0573175196875297,1.0640917520833948,4.166019419181031e-3,6.484915617369622e-4,5.366207672798817e-3
displayPathSize/d=10,4.519666613291652,4.479385759000024,4.535129626333324,2.7657164449958672e-2,6.862488260044979e-4,3.639654779437355e-2
