Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths All/flat/100 - Sync,1.6466731862034667e-3,1.6270998535175636e-3,1.675419300443386e-3,7.970641905846928e-5,6.409319826861763e-5,9.78319628686811e-5
findLargestPaths All/flat/100 - Async,1.9417070683243039e-3,1.8657107303370632e-3,2.065933086644515e-3,3.2887107266029526e-4,2.711391934525277e-4,4.07396545876394e-4
findLargestPaths All/flat/100 - AsyncPooled,1.8640400708524298e-3,1.809372726353666e-3,1.9189017813093852e-3,1.6582594246946294e-4,1.4552893797159026e-4,1.8891808652805422e-4
findLargestPaths All/flat/1_000 - Sync,2.762383704897511e-2,2.589472422751592e-2,3.0735290478616298e-2,4.723213504060508e-3,3.760360885770079e-3,5.710918728190279e-3
findLargestPaths All/flat/1_000 - Async,1.8408213045790888e-2,1.770719693360459e-2,1.905068844267384e-2,1.6685323963313424e-3,1.4698774814712228e-3,1.9762022726377876e-3
findLargestPaths All/flat/1_000 - AsyncPooled,1.8381819025580524e-2,1.794727902199386e-2,1.918586201981226e-2,1.4679485600735535e-3,8.480360252970208e-4,2.2723248531389246e-3
findLargestPaths All/flat/10_000 - Sync,0.4471730991675334,0.41444012808521313,0.5001138876250479,5.169521210481561e-2,1.5240541585323314e-2,6.992988772099619e-2
findLargestPaths All/flat/10_000 - Async,0.39026575516860856,0.3682758681352425,0.421020762789946,3.171280742274084e-2,8.55931395577772e-3,4.222415483687571e-2
findLargestPaths All/flat/10_000 - AsyncPooled,0.3934890705143819,0.3715075758930955,0.41155533499113517,2.401583265970444e-2,9.24456522733534e-3,3.247768540828247e-2
findLargestPaths All/sparse/d=6 - Sync,0.20746080459608088,0.20120426847408654,0.2152460159381412,9.815386645852959e-3,6.80599654235612e-3,1.2723435388645595e-2
findLargestPaths All/sparse/d=6 - Async,0.1533268886341236,0.13814445124922453,0.16740474567759892,2.288670254015308e-2,1.775144016747763e-2,2.9287507281797704e-2
findLargestPaths All/sparse/d=6 - AsyncPooled,0.16850388613013753,0.16173198669290584,0.1775016253200842,1.0925396785462657e-2,5.479001589756105e-3,1.6599100236905834e-2
findLargestPaths All/sparse/d=8 - Sync,0.9410052480228236,0.9014982389398938,1.0140281342501112,7.012579272805586e-2,5.925756790626735e-3,8.774080331887643e-2
findLargestPaths All/sparse/d=8 - Async,0.872583817624521,0.837122034499771,0.8918966761248157,3.3478415924878525e-2,1.0929211503632075e-2,4.216553878264649e-2
findLargestPaths All/sparse/d=8 - AsyncPooled,0.7438044025457202,0.7266615228327282,0.7734261516343395,2.8655015432489817e-2,2.371659422351513e-3,3.6851228456083705e-2
findLargestPaths All/sparse/d=10 - Sync,3.8786815092983793,3.851801624379732,3.8921578861372836,2.6714771197935704e-2,9.468288750213105e-3,3.1066264785612627e-2
findLargestPaths All/sparse/d=10 - Async,4.258224597535445,4.080839457659749,4.332343823116389,0.12612060120994084,1.574427919386512e-2,0.17117101936513787
findLargestPaths All/sparse/d=10 - AsyncPooled,3.3053612006193966,3.205953512499036,3.403811130733326,0.13126487303956733,4.988958010124153e-2,0.17968264188199295
findLargestPaths All/dense/d=6 - Sync,0.4092169222888818,0.3814289955832161,0.4370048489945475,3.5179281294495456e-2,1.7662372993072495e-2,4.244284184197604e-2
findLargestPaths All/dense/d=6 - Async,0.3055948071935563,0.276138310006354,0.33012474973016653,3.5652285254972264e-2,2.0686510809594813e-2,4.765082850430456e-2
findLargestPaths All/dense/d=6 - AsyncPooled,0.3175180799366596,0.31077387640252707,0.3255635267065372,9.071372641946518e-3,7.575377655073691e-3,1.0777934139019028e-2
findLargestPaths All/dense/d=8 - Sync,1.7456442931858571,1.715506742875732,1.7910998788065626,4.717767666562739e-2,6.7125517872019605e-3,6.0429140433804686e-2
findLargestPaths All/dense/d=8 - Async,1.7044644291866764,1.67625432568578,1.7287894531291386,3.250947858687344e-2,2.689405918578606e-2,3.650677507103092e-2
findLargestPaths All/dense/d=8 - AsyncPooled,1.3841401949569747,1.3592876997093601,1.400246070996218,2.5678164486063918e-2,1.2815627989766654e-2,3.6096295912214214e-2
findLargestPaths All/dense/d=10 - Sync,7.7950978385172975,7.694662586378399,7.937036703818497,0.13572452265983223,5.937131218710394e-2,0.1776450926737941
findLargestPaths All/dense/d=10 - Async,8.282979766659992,8.041100551788986,8.524247917237517,0.2958043300849688,0.12177096526284004,0.34960255920828187
findLargestPaths All/dense/d=10 - AsyncPooled,6.095096490796398,6.027015332016163,6.122597502708837,4.7604547573023834e-2,1.1596135582900846e-2,6.351086652253563e-2
takeLargestN/1,7.4179935698169475,7.29369326212327,7.655216999262241,0.23394405716298938,5.240531754480693e-3,0.2818187326747119
takeLargestN/10,7.409489968815251,7.305933119556357,7.579974383133958,0.1764459467908992,1.2956917682353714e-2,0.21959500818236
takeLargestN/100,7.371677577027488,7.3332813895030995,7.395661192698753,3.948582366969942e-2,1.9142087636282668e-2,5.5387787855781884e-2
takeLargestN/1_000,7.56553629775226,7.338191333503346,7.994628570751956,0.4221039828351378,1.059901731355245e-2,0.514431687918513
displayPathSize/d=6,0.5250402937266093,0.5111657057271562,0.5406783836224349,1.7559368001471613e-2,6.757091123290593e-3,2.4239571707576214e-2
displayPathSize/d=8,2.2277984505635686,2.2056555731833214,2.2455838635069085,2.222009515969602e-2,8.714928873814642e-3,2.8834742635600107e-2
displayPathSize/d=10,9.804407039868238,9.72573947098499,9.881859555745905,9.140449229707e-2,7.558036510576038e-2,0.10411003691554198
