Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths All/sparse/d=10 - Sync,2.2136303739999903,2.2016052659998877,2.218313123750022,8.465372288609094e-3,9.656994428857042e-4,1.0814347314913795e-2
findLargestPaths All/sparse/d=10 - Async,2.8879608356666466,2.8315542505833093,2.9423846496249837,6.546317956567804e-2,5.3697445407797945e-2,7.146411051712322e-2
findLargestPaths All/sparse/d=10 - AsyncPooled,1.890716571145821,1.856182479916678,1.955385160187447,6.350687085874977e-2,1.807842608452459e-3,7.794522486100657e-2
findLargestPaths All/dense/d=6 - Sync,0.21826981103054222,0.21685957554998747,0.22040488793053706,2.319464335460471e-3,1.005592268512706e-3,3.309405729416202e-3
findLargestPaths All/dense/d=6 - Async,0.2100239825499898,0.20885880282775893,0.21263967802221942,2.1439612748985356e-3,7.034493059280334e-4,3.1523102587907724e-3
findLargestPaths All/dense/d=6 - AsyncPooled,0.16531295419628145,0.16238763147622476,0.16702458728302258,3.3432060223476867e-3,1.718881432538982e-3,5.549607136847798e-3
findLargestPaths All/dense/d=8 - Sync,1.0011331120625186,0.9974132705625038,1.0080676954375463,6.769149944327695e-3,2.9860628089943553e-4,8.590605965505165e-3
findLargestPaths All/dense/d=8 - Async,1.1987511341666608,1.1780190543333142,1.231271897500008,3.096508196921498e-2,6.559914166691327e-3,4.0303951070573545e-2
findLargestPaths All/dense/d=8 - AsyncPooled,0.807481916708331_0.7946846659166436,0.8275574837500415,1.9359242723171893e-2,4.768187583342354e-3,2.5934182456121162e-2
findLargestPaths All/dense/d=10 - Sync,4.549833382854165,4.520063498749977,4.568166442479144,2.8398531967400557e-2,1.1821213806058054e-2,3.7158100319859035e-2
findLargestPaths All/dense/d=10 - Async,5.6743178846457925,5.532752900687484,5.85833747533322,0.19899280117552162,5.157044630355204e-2,0.2678252711887911
findLargestPaths All/dense/d=10 - AsyncPooled,3.689787930812514,3.6312907806875216,3.783125721000033,9.327028678572555e-2,1.4062277124992306e-2,0.11885566251889453
takeLargestN/1,4.2513952546458045,4.248745254437495,4.25316061006248,2.80271383276284e-3,1.3000566666883095e-3,3.810544733715038e-3
takeLargestN/10,4.263602062229239,4.25040755737507,4.289296475791758,2.549497588816751e-2,2.5325421484114624e-5,3.0446078296030243e-2
takeLargestN/100,4.248992715562504,4.242919296000045,4.259498774812428,1.0087950071480804e-2,6.154415305427725e-4,1.2439073037403693e-2
takeLargestN/1_000,4.245084605062449,4.240173188124999,4.252008612624849,6.718411318751739e-3,1.9325508750021037e-3,9.11091402794934e-3
displayPathSize/d=6,0.2694285387766437,0.2676370813833121_0.2704462822266275,1.7574320324656504e-3,8.044162153783899e-4,2.4794678553615042e-3
displayPathSize/d=8,1.2660035080624492,1.2596499636249234,1.2714441163749846,6.458960504737798e-3,5.318879580624347e-3,7.4561757620628865e-3
displayPathSize/d=10,5.3300521796250235,5.325129610249993,5.334974749000054,6.023204353343829e-3,3.554988999960873e-3,7.263239302926846e-3
