Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
findLargestPaths/Sync,3.7003590514571747,3.6209815864155344,3.779736516498815,9.304515159778932e-2,7.985138766901868e-2,0.1034630155685062
findLargestPaths/Async,2.9821463079333626,2.899657770563863,3.0315196827432374,8.261363207656364e-2,3.251642450049985e-2,0.11402292494912603
findLargestPaths/AsyncPool,2.2690256532453836,2.2142534822414746,2.3381907607508765,7.696852605710602e-2,7.539706253737677e-3,9.830899577018122e-2
takeLargest10/Sync,4.252843650944972,4.171394795945162,4.364190003694603,0.11628980413469713,2.1486265627269407e-2,0.14841382012347948
takeLargest10/Async,2.8089424686901716,2.7219973721269826,2.8672681694333733,0.10849359473701764,6.028284288186114e-2,0.13118246849118367
takeLargest10/AsyncPool,2.133628742808772,2.1010451665588334,2.172686404621345,4.4921460804730626e-2,2.7593961931415834e-4,5.514945077395881e-2
displayPathSize/Sync,7.463460993412809,7.437160509247406,7.486924256329075,2.7522091853873602e-2,2.1484761498868465e-2,3.136074747745384e-2
displayPathSize/Async,5.88705352183509,5.3598349215875105,6.402673941498506,0.5969999568825969,0.5029981684929226,0.636746947136315
displayPathSize/AsyncPool,4.6950335639412515,4.6573019272545935,4.727160603375523,4.0335217726562234e-2,1.8609552120324224e-2,5.270575961023521e-2
