Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1946779927300,20941329364,2156636840,430346857,268435456
All.takeLargest10.Sync,1963635851400,175851522384,2155362298,455290434,320864256
All.displayPathSize.Sync,3485922211400,61059175916,6183686787,1196107572,377487360
