Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1942360368400,65617445210,2044369555,360495676,142606336
All.takeLargest10.Sync,1933644696600,3852238878,2044404974,368663675,243269632
All.displayPathSize.Sync,3041576515200,43289759064,5500211281,789691862,294649856
