Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,2013285972000,20658891170,2153414529,437895452,264241152
All.takeLargest10.Sync,2039226971600,198420838034,2153473105,456547822,321912832
All.displayPathSize.Sync,3107203645600,225170364704,5600739286,853415643,321912832
