Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1968690784400,91892670556,2057644653,400077738,192937984
All.takeLargest10.Sync,1958498137600,89554038612,2057683589,389052748,199229440
All.displayPathSize.Sync,3135961833400,170780895680,5501873190,765110927,272629760
