Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1887748848550,102695431582,2403803035,446489048,269484032
All.takeLargest10.Sync,1884835459600,58998192060,2403816831,455446802,269484032
All.displayPathSize.Sync,3543865852150,494202663612,6451319337,1229089745,412090368
