Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1985233136200,78943957774,2473873734,480363353,246415360
All.takeLargest10.Sync,1868259337950,67939986854,2474268350,438238720,347078656
All.displayPathSize.Sync,4382048628400,101838573018,6521615923,1265003280,411041792
