Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1944035331700,5085677678,2133365230,431706700,255852544
All.takeLargest10.Sync,1953851172200,138895009956,2133423724,455327236,313524224
All.displayPathSize.Sync,3038169151800,123502737294,5593924972,853464304,313524224
