Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,4450726800000,406098566384,4125973338,496078355,875560960
All.takeLargest10.Sync,4302601600000,88486576432,4061993658,452655048,875560960
All.displayPathSize.Sync,8831039640000,45821862764,9772255946,1365261208,914358272
