Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,2008698956500,41316780584,2109874649,435129618,264241152
All.exclude.Sync,1202762785800,82956407348,1439755222,218098274,264241152
All.takeLargest10.Sync,2020701827000,149791787802,2109933862,454654417,308281344
All.displayPathSize.Sync,3222860872400,151398643246,5775090856,848478310,308281344
