Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1974340009200,8316084836,2130480617,429934092,263192576
All.exclude.Sync,1222190327400,57641229736,1475216780,231169354,263192576
All.takeLargest10.Sync,1997789059000,148313102882,2130540035,455494871,314572800
All.displayPathSize.Sync,3215363858200,135351566698,5811660640,851295267,314572800
